cwe,cve_id,lines,chars,functions_detected,calls_detected,variables_detected,pointers_detected,arrays_detected,conditionals_detected,loops_detected,ast_success,vulnerability_indicators,indicator_count
CWE-125,CVE-2017-9984,25,780,1,12,3,24,0,2,1,True,['pointer_operations'],1
CWE-125,CVE-2022-2785,9,211,1,2,1,0,0,0,0,True,[],0
CWE-125,CVE-2022-2785,49,1375,0,12,1,28,0,5,0,True,['pointer_operations'],1
CWE-125,CVE-2017-16535,99,2269,1,12,5,22,0,11,1,True,"['buffer_variables', 'pointer_operations']",2
CWE-125,CVE-2018-13098,14,370,1,5,2,3,0,1,0,True,['pointer_operations'],1
CWE-125,CVE-2018-13098,65,1871,0,29,4,41,0,12,0,True,['pointer_operations'],1
CWE-125,CVE-2020-13143,39,787,1,10,4,18,2,6,0,True,"['pointer_operations', 'array_operations']",2
CWE-125,CVE-2023-38430,4,86,1,0,1,1,1,0,0,True,"['pointer_operations', 'array_operations']",2
CWE-125,CVE-2023-38430,109,2604,1,25,4,34,0,17,1,True,"['unsafe_functions', 'pointer_operations']",2
CWE-125,CVE-2019-15925,22,488,1,2,4,10,1,2,1,True,"['pointer_operations', 'array_operations']",2
CWE-125,CVE-2019-15925,73,1626,1,0,7,9,1,5,2,True,"['pointer_operations', 'array_operations']",2
CWE-125,CVE-2017-8831,173,5168,1,34,5,78,0,18,0,True,"['unsafe_functions', 'pointer_operations']",2
CWE-125,CVE-2023-6606,83,2684,1,11,6,5,2,11,0,True,"['pointer_operations', 'array_operations']",2
CWE-125,CVE-2023-1194,53,1585,0,11,10,34,0,4,1,True,"['unsafe_functions', 'pointer_operations']",2
CWE-125,CVE-2023-6040,89,2313,1,30,11,50,6,13,0,True,"['pointer_operations', 'array_operations']",2
CWE-125,CVE-2017-5897,77,2044,1,10,7,28,3,14,0,True,"['pointer_operations', 'array_operations']",2
CWE-125,CVE-2017-6347,15,363,1,4,3,3,0,2,0,True,['pointer_operations'],1
CWE-125,CVE-2021-0605,45,1301,1,12,7,42,2,4,0,True,"['unsafe_functions', 'pointer_operations', 'array_operations']",3
CWE-125,CVE-2017-17741,11,264,1,1,2,5,1,1,0,True,"['pointer_operations', 'array_operations']",2
CWE-125,CVE-2017-17741,21,454,1,5,3,5,0,1,1,True,['pointer_operations'],1
CWE-125,CVE-2017-17741,63,1578,1,13,3,20,0,6,0,True,"['unsafe_functions', 'pointer_operations']",2
CWE-125,CVE-2017-17741,27,635,1,4,2,14,0,3,0,True,['pointer_operations'],1
CWE-125,CVE-2017-17741,6,182,1,1,2,0,0,0,0,True,[],0
CWE-125,CVE-2023-38428,35,1051,0,12,5,7,0,3,0,True,['pointer_operations'],1
CWE-125,CVE-2019-15918,205,6892,1,71,8,111,9,31,0,True,"['unsafe_functions', 'pointer_operations', 'array_operations']",3
CWE-125,CVE-2018-15471,30,810,1,3,3,11,2,4,1,True,"['pointer_operations', 'array_operations']",2
CWE-125,CVE-2023-26607,108,3015,1,21,9,39,0,17,1,True,['pointer_operations'],1
CWE-125,CVE-2021-45469,133,3059,1,36,11,11,0,20,1,True,"['unsafe_functions', 'pointer_operations']",2
CWE-125,CVE-2017-16529,84,2087,1,12,9,31,2,8,2,True,"['pointer_operations', 'array_operations']",2
CWE-125,CVE-2022-47943,136,3692,1,33,10,56,0,20,0,True,['pointer_operations'],1
CWE-125,CVE-2017-16533,71,2032,1,19,8,33,3,9,1,True,"['pointer_operations', 'array_operations']",2
CWE-125,CVE-2021-3743,103,2384,1,23,9,49,0,13,0,True,['pointer_operations'],1
CWE-125,CVE-2021-3753,33,573,1,4,1,3,0,4,0,True,['pointer_operations'],1
CWE-125,CVE-2021-3753,202,4736,1,35,4,17,0,23,0,True,['pointer_operations'],1
CWE-125,CVE-2019-15666,53,832,1,2,1,16,0,7,0,True,['pointer_operations'],1
CWE-125,CVE-2022-47940,141,3855,1,34,8,66,1,21,0,True,"['pointer_operations', 'array_operations']",2
CWE-125,CVE-2019-9245,38,799,1,9,8,9,0,5,0,True,"['buffer_variables', 'unsafe_functions', 'pointer_operations']",3
CWE-125,CVE-2021-3444,350,10610,1,73,36,144,13,42,2,True,"['pointer_operations', 'array_operations']",2
CWE-125,CVE-2016-9777,5,168,1,1,1,5,0,0,0,True,['pointer_operations'],1
CWE-125,CVE-2023-39189,45,962,1,8,7,14,4,7,0,True,"['unsafe_functions', 'pointer_operations', 'array_operations']",3
CWE-125,CVE-2019-9445,78,1884,1,22,10,35,2,9,1,True,"['pointer_operations', 'array_operations']",2
CWE-125,CVE-2023-38426,27,817,1,8,5,9,0,4,0,True,['pointer_operations'],1
CWE-125,CVE-2023-38426,808,21783,1,210,42,340,0,142,0,True,"['unsafe_functions', 'pointer_operations']",2
CWE-125,CVE-2016-7917,161,3836,1,37,11,31,3,21,1,True,"['pointer_operations', 'array_operations']",2
CWE-125,CVE-2021-39657,46,1081,1,9,5,18,2,5,0,True,"['pointer_operations', 'array_operations']",2
CWE-125,CVE-2019-19252,186,3941,1,33,12,8,1,23,4,True,"['pointer_operations', 'array_operations']",2
CWE-125,CVE-2016-9555,71,2053,1,13,12,9,0,9,1,True,['pointer_operations'],1
CWE-125,CVE-2023-37453,239,6596,1,61,7,80,2,34,1,True,"['pointer_operations', 'array_operations']",2
CWE-125,CVE-2023-37453,138,4121,1,31,11,58,2,11,3,True,"['pointer_operations', 'array_operations']",2
CWE-125,CVE-2020-8835,122,3527,1,29,13,30,0,20,0,True,['pointer_operations'],1
CWE-125,CVE-2018-14610,53,1248,1,9,8,20,3,6,1,True,"['pointer_operations', 'array_operations']",2
CWE-125,CVE-2017-16645,33,805,0,4,4,16,0,3,1,True,['pointer_operations'],1
CWE-125,CVE-2023-6610,146,4308,1,26,10,23,1,22,0,True,"['pointer_operations', 'array_operations']",2
CWE-125,CVE-2019-14283,71,2200,1,15,3,25,15,11,2,True,"['pointer_operations', 'array_operations']",2
CWE-200,CVE-2018-19854,14,337,1,2,2,3,0,1,0,True,['pointer_operations'],1
CWE-200,CVE-2018-19854,13,338,1,2,2,3,0,1,0,True,['pointer_operations'],1
CWE-200,CVE-2018-19854,66,1619,1,13,3,27,0,11,0,True,['pointer_operations'],1
CWE-200,CVE-2018-19854,18,500,1,2,2,11,0,1,0,True,['pointer_operations'],1
CWE-200,CVE-2018-19854,14,319,1,2,2,3,0,1,0,True,['pointer_operations'],1
CWE-200,CVE-2018-19854,14,364,1,2,2,3,0,1,0,True,['pointer_operations'],1
CWE-200,CVE-2018-3665,26,517,1,8,1,1,0,5,0,True,['pointer_operations'],1
CWE-200,CVE-2018-3665,7,140,1,3,1,0,0,1,0,True,[],0
CWE-200,CVE-2018-3665,8,106,1,4,0,0,0,1,0,True,[],0
CWE-200,CVE-2018-3665,8,154,1,3,0,0,0,1,0,True,[],0
CWE-200,CVE-2018-3665,21,406,1,7,2,2,0,1,0,True,['pointer_operations'],1
CWE-200,CVE-2018-3665,43,1001,1,12,0,12,0,2,0,True,['pointer_operations'],1
CWE-200,CVE-2018-3665,23,476,1,3,3,15,0,3,0,True,['pointer_operations'],1
CWE-200,CVE-2018-3665,6,123,1,3,1,0,0,1,0,True,[],0
CWE-200,CVE-2018-3665,14,338,1,5,1,4,0,1,0,True,['pointer_operations'],1
CWE-200,CVE-2018-3665,90,2313,1,20,9,10,0,10,0,True,['pointer_operations'],1
CWE-200,CVE-2018-3665,12,231,1,1,1,0,0,1,0,True,[],0
CWE-200,CVE-2018-3665,6,130,1,3,0,0,0,0,0,True,[],0
CWE-200,CVE-2018-3665,15,334,1,3,1,2,0,2,0,True,['pointer_operations'],1
CWE-200,CVE-2018-3665,6,123,1,3,1,0,0,1,0,True,[],0
CWE-200,CVE-2018-3665,15,327,1,9,1,0,0,2,0,True,[],0
CWE-200,CVE-2018-3665,15,415,1,5,5,15,0,1,0,True,"['unsafe_functions', 'pointer_operations']",2
CWE-200,CVE-2018-3665,14,271,1,8,1,5,0,1,0,True,['pointer_operations'],1
CWE-200,CVE-2022-33742,10,415,1,3,1,7,0,4,0,True,['pointer_operations'],1
CWE-200,CVE-2022-33742,93,2594,1,27,6,51,19,8,3,True,"['pointer_operations', 'array_operations']",2
CWE-200,CVE-2022-33742,93,2724,1,27,6,72,15,9,3,True,"['pointer_operations', 'array_operations']",2
CWE-200,CVE-2022-33742,40,938,1,9,6,14,0,4,1,True,['pointer_operations'],1
CWE-200,CVE-2022-33742,158,4868,1,31,12,95,11,16,0,True,"['pointer_operations', 'array_operations']",2
CWE-200,CVE-2022-33742,21,482,1,7,3,9,0,2,0,True,['pointer_operations'],1
CWE-200,CVE-2022-33742,51,1456,1,9,1,23,0,7,0,True,['pointer_operations'],1
CWE-200,CVE-2022-33742,24,718,0,5,4,8,0,2,0,True,['pointer_operations'],1
CWE-200,CVE-2015-8553,56,1416,1,13,5,27,10,10,2,True,"['pointer_operations', 'array_operations']",2
CWE-200,CVE-2018-20509,30,726,1,4,1,20,0,6,0,True,['pointer_operations'],1
CWE-200,CVE-2018-20509,132,4067,1,26,17,44,1,10,2,True,"['buffer_variables', 'pointer_operations', 'array_operations']",3
CWE-200,CVE-2018-20509,22,409,1,2,2,6,0,5,0,True,['pointer_operations'],1
CWE-200,CVE-2018-20509,392,12400,1,86,17,226,3,51,1,True,"['buffer_variables', 'pointer_operations', 'array_operations']",3
CWE-200,CVE-2018-20509,52,1444,1,19,5,24,0,1,3,True,['pointer_operations'],1
CWE-200,CVE-2018-20509,68,1849,1,21,6,32,0,1,3,True,['pointer_operations'],1
CWE-200,CVE-2018-20509,52,1675,1,10,7,46,0,5,0,True,['pointer_operations'],1
CWE-200,CVE-2018-20509,49,1486,1,8,7,37,0,6,0,True,['pointer_operations'],1
CWE-200,CVE-2013-7281,47,1033,1,8,9,17,0,9,0,True,['pointer_operations'],1
CWE-200,CVE-2013-7281,44,889,1,5,8,11,0,7,0,True,['pointer_operations'],1
CWE-200,CVE-2013-7281,54,1129,1,9,9,17,0,10,0,True,['pointer_operations'],1
CWE-200,CVE-2013-7281,45,909,1,5,6,10,0,7,0,True,"['unsafe_functions', 'pointer_operations']",2
CWE-200,CVE-2012-6545,17,444,1,6,5,13,0,1,0,True,['pointer_operations'],1
CWE-200,CVE-2017-7495,73,2061,1,19,9,5,0,11,0,True,['pointer_operations'],1
CWE-200,CVE-2017-7495,222,6310,1,44,4,78,0,33,0,True,"['unsafe_functions', 'pointer_operations']",2
CWE-200,CVE-2017-14991,255,7465,1,86,10,146,2,42,0,True,"['pointer_operations', 'array_operations']",2
CWE-200,CVE-2017-14991,33,801,1,3,3,31,9,3,0,True,"['pointer_operations', 'array_operations']",2
CWE-200,CVE-2013-3231,164,3682,1,28,12,47,0,27,1,True,"['unsafe_functions', 'pointer_operations']",2
CWE-200,CVE-2014-8709,59,1450,1,11,9,22,0,4,1,True,"['unsafe_functions', 'pointer_operations']",2
CWE-200,CVE-2013-3235,117,2972,1,29,10,18,0,19,1,True,['pointer_operations'],1
CWE-200,CVE-2013-3235,14,458,1,2,3,14,0,1,0,True,['pointer_operations'],1
CWE-200,CVE-2016-0723,147,3439,1,37,7,27,0,19,0,True,['pointer_operations'],1
CWE-200,CVE-2017-17864,94,3248,1,13,3,28,0,12,0,True,['pointer_operations'],1
CWE-200,CVE-2013-3227,35,680,1,4,5,7,0,5,0,True,['pointer_operations'],1
CWE-200,CVE-2016-4913,99,2250,1,20,7,49,1,14,1,True,"['pointer_operations', 'array_operations']",2
CWE-200,CVE-2015-4176,49,1256,1,19,2,31,0,6,2,True,['pointer_operations'],1
CWE-200,CVE-2012-6536,26,509,1,6,6,2,0,3,0,True,['pointer_operations'],1
CWE-200,CVE-2012-6536,19,334,1,0,3,4,1,4,0,True,"['pointer_operations', 'array_operations']",2
CWE-200,CVE-2022-33741,155,4165,1,49,12,72,2,15,1,True,"['pointer_operations', 'array_operations']",2
CWE-200,CVE-2022-33741,65,1625,1,23,5,29,1,6,1,True,"['pointer_operations', 'array_operations']",2
CWE-200,CVE-2013-3222,45,1052,1,11,7,16,0,7,0,True,['pointer_operations'],1
CWE-200,CVE-2016-4486,15,378,1,1,3,7,0,1,0,True,['pointer_operations'],1
CWE-200,CVE-2013-3229,115,3046,1,29,10,55,0,22,1,True,['pointer_operations'],1
CWE-200,CVE-2016-9756,30,870,1,4,3,18,0,3,0,True,"['unsafe_functions', 'pointer_operations']",2
CWE-200,CVE-2016-9756,34,1015,1,5,3,17,0,6,0,True,['pointer_operations'],1
CWE-200,CVE-2018-16862,36,1073,1,5,1,6,0,1,0,True,['pointer_operations'],1
CWE-200,CVE-2017-2584,28,564,1,5,1,11,1,5,0,True,"['pointer_operations', 'array_operations']",2
CWE-200,CVE-2017-2584,18,496,1,2,3,13,0,2,0,True,['pointer_operations'],1
CWE-200,CVE-2017-2584,26,574,1,3,1,10,3,3,0,True,"['pointer_operations', 'array_operations']",2
CWE-200,CVE-2017-15537,97,2586,1,25,10,20,0,9,0,True,['pointer_operations'],1
CWE-200,CVE-2017-15537,48,1093,1,8,6,19,0,5,0,True,['pointer_operations'],1
CWE-200,CVE-2013-3226,21,473,1,8,5,7,0,1,0,True,['pointer_operations'],1
CWE-200,CVE-2012-6547,203,4358,1,31,4,60,1,25,0,True,"['unsafe_functions', 'pointer_operations', 'array_operations']",3
CWE-200,CVE-2018-20449,4,39,1,0,0,0,0,0,0,True,[],0
CWE-200,CVE-2018-20449,122,3030,0,28,6,20,3,9,0,True,"['pointer_operations', 'array_operations']",2
CWE-200,CVE-2018-20449,25,901,1,4,0,0,0,0,0,True,[],0
CWE-200,CVE-2018-7755,175,4210,1,42,4,31,2,25,0,True,"['pointer_operations', 'array_operations']",2
CWE-200,CVE-2016-0823,7,257,1,1,2,0,0,0,0,True,[],0
CWE-200,CVE-2015-8569,18,408,1,4,7,7,0,1,0,True,['pointer_operations'],1
CWE-200,CVE-2019-18660,14,361,1,5,1,0,0,2,0,True,[],0
CWE-200,CVE-2019-18660,36,966,1,12,3,11,0,7,0,True,['pointer_operations'],1
CWE-200,CVE-2013-2164,57,1452,1,10,5,15,0,6,0,True,['pointer_operations'],1
CWE-200,CVE-2012-6546,16,495,1,2,5,15,0,1,0,True,['pointer_operations'],1
CWE-200,CVE-2017-5550,38,915,1,5,6,23,3,6,2,True,"['pointer_operations', 'array_operations']",2
CWE-200,CVE-2017-5550,11,281,1,1,2,8,0,0,0,True,['pointer_operations'],1
CWE-200,CVE-2013-3076,31,719,1,9,7,16,0,5,0,True,['pointer_operations'],1
CWE-200,CVE-2013-3076,82,1696,1,16,14,31,0,8,3,True,['pointer_operations'],1
CWE-200,CVE-2018-12126,24,692,1,5,0,2,0,3,0,True,['pointer_operations'],1
CWE-200,CVE-2015-8950,22,451,0,5,3,1,0,3,0,True,['pointer_operations'],1
CWE-200,CVE-2015-8950,31,822,0,12,5,2,0,5,0,True,['pointer_operations'],1
CWE-200,CVE-2014-1739,32,858,1,6,3,35,1,4,0,True,"['unsafe_functions', 'pointer_operations', 'array_operations']",3
CWE-200,CVE-2018-16658,14,439,1,3,1,5,0,3,0,True,['pointer_operations'],1
CWE-200,CVE-2018-20511,38,918,1,9,4,9,0,6,0,True,"['unsafe_functions', 'pointer_operations']",2
CWE-200,CVE-2012-6549,41,979,1,2,9,10,6,3,0,True,"['pointer_operations', 'array_operations']",2
CWE-200,CVE-2012-6548,32,797,1,2,8,25,0,3,0,True,['pointer_operations'],1
CWE-200,CVE-2012-6542,41,928,1,9,6,32,0,6,0,True,"['unsafe_functions', 'pointer_operations']",2
CWE-200,CVE-2014-3917,25,593,1,6,6,10,2,2,0,True,"['pointer_operations', 'array_operations']",2
CWE-200,CVE-2014-3917,28,683,1,8,6,9,1,3,0,True,"['pointer_operations', 'array_operations']",2
CWE-200,CVE-2016-2117,138,3386,1,37,4,47,0,9,0,True,"['unsafe_functions', 'pointer_operations']",2
CWE-200,CVE-2017-9605,111,3126,1,25,12,75,0,12,0,True,['pointer_operations'],1
CWE-200,CVE-2016-5244,23,575,1,3,2,23,0,1,0,True,['pointer_operations'],1
CWE-200,CVE-2013-4299,26,678,1,5,4,11,0,2,0,True,['pointer_operations'],1
CWE-200,CVE-2013-4299,25,508,1,2,4,4,0,2,1,True,['pointer_operations'],1
CWE-200,CVE-2012-4530,108,2479,1,21,6,29,0,15,0,True,['pointer_operations'],1
CWE-200,CVE-2012-4530,70,1939,1,12,5,24,0,8,0,True,['pointer_operations'],1
CWE-200,CVE-2012-4530,83,2095,1,13,6,35,3,12,4,True,"['unsafe_functions', 'pointer_operations', 'array_operations']",3
CWE-200,CVE-2012-4530,82,2061,1,26,3,27,5,12,1,True,"['pointer_operations', 'array_operations']",2
CWE-200,CVE-2018-20510,39,1062,1,7,6,28,0,7,0,True,"['buffer_variables', 'pointer_operations']",2
CWE-200,CVE-2018-20510,460,13882,1,116,20,206,3,51,1,True,"['buffer_variables', 'pointer_operations', 'array_operations']",3
CWE-200,CVE-2016-4580,65,1955,1,11,10,40,0,11,0,True,"['unsafe_functions', 'pointer_operations']",2
CWE-200,CVE-2018-18710,24,665,1,4,1,5,0,4,0,True,['pointer_operations'],1
CWE-200,CVE-2012-6539,68,1808,1,11,6,21,0,9,2,True,['pointer_operations'],1
CWE-200,CVE-2013-3230,56,1235,1,10,9,20,0,11,0,True,['pointer_operations'],1
CWE-200,CVE-2017-9150,275,6865,1,52,13,70,5,47,1,True,"['pointer_operations', 'array_operations']",2
CWE-200,CVE-2013-3225,24,606,1,10,5,10,0,3,0,True,['pointer_operations'],1
CWE-200,CVE-2018-5750,35,923,1,11,2,16,0,3,0,True,"['unsafe_functions', 'pointer_operations']",2
CWE-200,CVE-2012-6544,23,593,1,8,6,20,0,1,0,True,['pointer_operations'],1
CWE-200,CVE-2013-3224,38,779,1,6,6,7,0,6,0,True,['pointer_operations'],1
CWE-200,CVE-2018-15594,19,506,1,1,4,3,0,2,0,True,['pointer_operations'],1
CWE-200,CVE-2012-6538,17,436,1,4,4,9,0,1,0,True,"['unsafe_functions', 'pointer_operations']",2
CWE-200,CVE-2017-14140,68,1561,0,23,4,9,0,8,0,True,['pointer_operations'],1
CWE-200,CVE-2017-10911,37,1122,1,11,2,31,0,2,0,True,"['unsafe_functions', 'pointer_operations']",2
CWE-200,CVE-2014-9903,40,726,1,2,4,4,0,4,1,True,['pointer_operations'],1
CWE-200,CVE-2018-6412,92,2300,1,23,11,58,9,8,2,True,"['pointer_operations', 'array_operations']",2
CWE-200,CVE-2014-4027,75,1980,1,10,7,17,6,6,2,True,"['pointer_operations', 'array_operations']",2
CWE-200,CVE-2014-4027,36,879,1,5,5,13,3,2,2,True,"['pointer_operations', 'array_operations']",2
CWE-200,CVE-2013-0160,25,644,1,6,6,11,0,4,0,True,['pointer_operations'],1
CWE-200,CVE-2015-8575,32,566,1,5,5,11,0,3,0,True,['pointer_operations'],1
CWE-200,CVE-2017-18549,21,660,1,2,2,25,0,1,0,True,['pointer_operations'],1
CWE-200,CVE-2016-4482,11,257,1,1,3,5,0,1,0,True,['pointer_operations'],1
CWE-200,CVE-2015-7884,24,550,1,2,2,6,0,2,0,True,['pointer_operations'],1
CWE-200,CVE-2017-17449,27,615,1,11,5,6,0,4,0,True,['pointer_operations'],1
CWE-200,CVE-2020-2732,21,686,1,2,4,8,0,1,0,True,['pointer_operations'],1
CWE-200,CVE-2017-16911,23,659,1,8,2,27,0,2,0,True,"['unsafe_functions', 'pointer_operations']",2
CWE-200,CVE-2017-16911,94,2483,1,24,14,44,3,6,0,True,"['pointer_operations', 'array_operations']",2
CWE-200,CVE-2014-2038,13,423,1,2,3,9,0,3,0,True,['pointer_operations'],1
CWE-200,CVE-2015-8964,6,164,1,2,1,6,0,0,0,True,['pointer_operations'],1
CWE-200,CVE-2013-3228,45,1161,1,10,6,11,0,4,0,True,['pointer_operations'],1
CWE-200,CVE-2013-4516,24,762,1,4,3,31,0,1,0,True,"['unsafe_functions', 'pointer_operations']",2
CWE-200,CVE-2017-14156,97,2865,1,10,6,90,0,9,0,True,['pointer_operations'],1
CWE-200,CVE-2015-8374,314,8128,1,58,25,56,12,50,1,True,"['pointer_operations', 'array_operations']",2
CWE-200,CVE-2016-7917,161,3836,1,37,11,31,3,21,1,True,"['pointer_operations', 'array_operations']",2
CWE-200,CVE-2016-4485,13,384,1,5,3,10,0,1,0,True,['pointer_operations'],1
CWE-200,CVE-2014-9895,44,1039,1,6,4,28,6,6,2,True,"['pointer_operations', 'array_operations']",2
CWE-200,CVE-2013-3237,181,3969,1,21,6,26,0,24,1,True,['pointer_operations'],1
CWE-200,CVE-2016-4569,101,2860,1,10,7,68,1,16,0,True,"['pointer_operations', 'array_operations']",2
CWE-200,CVE-2012-6537,27,698,1,3,5,32,2,1,1,True,"['unsafe_functions', 'pointer_operations', 'array_operations']",3
CWE-200,CVE-2017-0627,77,1895,1,14,7,30,1,10,1,True,"['pointer_operations', 'array_operations']",2
CWE-200,CVE-2012-6543,31,863,1,4,7,26,0,5,0,True,['pointer_operations'],1
CWE-200,CVE-2012-6541,30,751,1,3,5,15,0,3,0,True,['pointer_operations'],1
CWE-200,CVE-2015-7885,161,3310,1,14,6,81,12,20,0,True,"['unsafe_functions', 'pointer_operations', 'array_operations']",3
CWE-20,CVE-2013-7266,47,1185,1,10,6,12,0,4,0,True,['pointer_operations'],1
CWE-20,CVE-2013-7266,88,2185,1,19,10,34,0,12,0,True,['pointer_operations'],1
CWE-20,CVE-2013-7266,64,1417,1,4,6,21,0,8,0,True,['pointer_operations'],1
CWE-20,CVE-2013-7266,83,1719,1,16,14,32,0,8,3,True,['pointer_operations'],1
CWE-20,CVE-2013-7266,98,2405,1,30,8,38,0,14,0,True,['pointer_operations'],1
CWE-20,CVE-2013-7266,65,1771,1,19,6,37,0,10,0,True,"['unsafe_functions', 'pointer_operations']",2
CWE-20,CVE-2013-7266,117,2621,1,28,8,28,0,19,1,True,['pointer_operations'],1
CWE-20,CVE-2013-7266,153,4011,1,22,9,57,0,23,0,True,"['unsafe_functions', 'pointer_operations']",2
CWE-20,CVE-2013-7266,33,621,1,4,5,9,0,5,0,True,['pointer_operations'],1
CWE-20,CVE-2013-7266,29,608,1,4,6,6,0,3,0,True,['pointer_operations'],1
CWE-20,CVE-2013-7266,32,628,1,5,6,6,0,4,0,True,['pointer_operations'],1
CWE-20,CVE-2013-7266,37,708,1,4,5,8,0,5,0,True,['pointer_operations'],1
CWE-20,CVE-2013-7266,33,743,1,9,7,17,0,5,0,True,['pointer_operations'],1
CWE-20,CVE-2013-7266,25,630,1,10,5,11,0,3,0,True,['pointer_operations'],1
CWE-20,CVE-2013-7266,90,2267,1,12,8,19,0,17,0,True,['pointer_operations'],1
CWE-20,CVE-2013-7266,323,7790,1,114,9,144,1,50,1,True,"['unsafe_functions', 'pointer_operations', 'array_operations']",3
CWE-20,CVE-2013-7266,49,1111,1,7,10,19,0,6,0,True,['pointer_operations'],1
CWE-20,CVE-2013-7266,42,919,1,8,6,12,0,6,0,True,['pointer_operations'],1
CWE-20,CVE-2013-7266,166,3706,1,28,12,48,0,27,1,True,"['unsafe_functions', 'pointer_operations']",2
CWE-20,CVE-2013-7266,159,3370,1,51,12,54,0,23,2,True,['pointer_operations'],1
CWE-20,CVE-2013-7266,183,3993,1,21,6,27,0,24,1,True,['pointer_operations'],1
CWE-20,CVE-2013-7266,96,2205,1,25,7,17,0,13,1,True,['pointer_operations'],1
CWE-20,CVE-2013-7266,10,235,1,2,3,10,0,1,0,True,"['unsafe_functions', 'pointer_operations']",2
CWE-20,CVE-2013-7266,91,2123,1,18,10,32,0,11,0,True,['pointer_operations'],1
CWE-20,CVE-2013-7266,47,1076,1,11,7,17,0,7,0,True,['pointer_operations'],1
CWE-20,CVE-2013-7266,65,1761,1,8,9,29,4,7,1,True,"['pointer_operations', 'array_operations']",2
CWE-20,CVE-2013-7266,46,927,1,8,6,8,0,6,0,True,['pointer_operations'],1
CWE-20,CVE-2013-7266,105,2050,1,23,9,24,0,15,1,True,['pointer_operations'],1
CWE-20,CVE-2013-7266,120,3197,1,31,10,59,0,22,1,True,['pointer_operations'],1
CWE-20,CVE-2013-7266,102,2170,1,21,9,27,1,13,0,True,"['pointer_operations', 'array_operations']",2
CWE-20,CVE-2013-7266,55,1216,1,12,6,13,0,5,0,True,['pointer_operations'],1
CWE-20,CVE-2013-7266,119,3005,1,29,10,18,0,19,1,True,['pointer_operations'],1
CWE-20,CVE-2013-7266,72,1674,1,13,8,32,0,9,0,True,"['unsafe_functions', 'pointer_operations']",2
CWE-20,CVE-2013-7266,25,635,1,2,4,8,0,4,0,True,['pointer_operations'],1
CWE-20,CVE-2013-7266,41,930,0,5,1,18,0,5,0,True,['pointer_operations'],1
CWE-20,CVE-2013-7266,22,513,1,8,5,9,0,1,0,True,['pointer_operations'],1
CWE-20,CVE-2013-7266,111,2159,1,24,7,17,0,15,1,True,['pointer_operations'],1
CWE-20,CVE-2017-15121,25,1142,1,4,4,1,0,1,0,True,['pointer_operations'],1
CWE-20,CVE-2017-15121,91,2181,1,35,6,17,3,10,4,True,"['pointer_operations', 'array_operations']",2
CWE-20,CVE-2021-20194,13,382,1,5,2,14,0,1,0,True,['pointer_operations'],1
CWE-20,CVE-2021-20194,22,538,1,10,2,15,1,5,0,True,"['pointer_operations', 'array_operations']",2
CWE-20,CVE-2021-20194,31,796,1,7,3,19,0,3,0,True,['pointer_operations'],1
CWE-20,CVE-2021-20194,527,14375,0,157,7,218,0,56,0,True,['pointer_operations'],1
CWE-20,CVE-2021-20194,116,2986,1,45,5,46,0,10,1,True,['pointer_operations'],1
CWE-20,CVE-2021-20194,10,240,1,2,2,5,0,2,0,True,['pointer_operations'],1
CWE-20,CVE-2021-20194,43,1214,1,15,4,21,0,5,1,True,['pointer_operations'],1
CWE-20,CVE-2021-20194,26,812,1,3,2,24,0,4,0,True,['pointer_operations'],1
CWE-20,CVE-2021-20194,33,979,1,14,3,29,0,3,0,True,['pointer_operations'],1
CWE-20,CVE-2021-20194,51,1066,1,10,3,14,0,9,0,True,['pointer_operations'],1
CWE-20,CVE-2021-20194,6,137,1,0,3,1,0,0,0,True,['pointer_operations'],1
